plate003.bin	30.000000	18.800000	250.000000	0.200000	150	0000/00/00	01:15:00
plate003.bin	30.000000	18.800000	250.000000	2.000000	8	0000/00/00	00:04:00
plate003.bin	30.000000	18.800000	250.000000	0.020000	716	0000/00/00	05:58:00
plate003.bin	30.000000	18.800000	250.000000	0.002000	1515	0000/00/00	12:37:30
plate003.bin	30.000000	18.800000	250.000000	0.000200	3120	0000/00/01	02:00:00
plate003.bin	30.000000	18.800000	250.000000	0.000020	5472	0000/00/01	21:36:00
plate003.bin	30.000000	18.800000	250.000000	0.000002	7988	0000/00/02	18:34:00
plate003.bin	30.000000	18.800000	250.000000	0.000000	10508	0000/00/03	15:34:00
plate003.bin	30.000000	18.800000	250.000000	0.000000	13027	0000/00/04	12:33:30
plate003.bin	30.000000	18.800000	250.000000	0.000000	15548	0000/00/05	09:34:00
plate003.bin	30.000000	18.800000	250.000000	0.000000	20601	0000/00/07	03:40:30
plate003.bin	30.000000	18.800000	250.000000	0.000000	18072	0000/00/06	06:36:00
plate003.bin	30.000000	18.800000	250.000000	0.000000	23136	0000/00/08	00:48:00
plate003.bin	30.000000	0.340000	250.000000	0.200000	1	0000/00/00	00:00:30
plate003.bin	30.000000	0.340000	250.000000	0.020000	1548	0000/00/00	12:54:00
plate003.bin	30.000000	0.340000	250.000000	0.002000	14287	0000/00/04	23:03:30
plate003.bin	30.000000	18.800000	250.000000	0.000000	25667	0000/00/08	21:53:30
plate003.bin	30.000000	0.340000	250.000000	0.000200	49772	0000/00/17	06:46:00
plate003.bin	30.000000	0.340000	250.000000	0.000020	99035	0000/01/03	09:17:30
plate003.bin	30.000000	0.340000	250.000000	0.000002	204083	0000/02/11	20:41:30
plate003.bin	30.000000	0.340000	250.000000	0.000000	338234	0000/03/27	10:37:00
plate003.bin	30.000000	0.340000	250.000000	0.000000	477708	0000/05/14	20:54:00
plate003.bin	30.000000	0.340000	250.000000	0.000000	617100	0000/07/02	06:30:00
plate003.bin	30.000000	0.340000	250.000000	0.000000	756437	0000/08/19	15:38:30
plate003.bin	30.000000	0.340000	250.000000	0.000000	895918	0000/10/07	01:59:00
plate003.bin	30.000000	0.340000	250.000000	0.000000	1035677	0000/11/25	14:38:30
plate003.bin	30.000000	0.340000	250.000000	0.000000	1175264	0001/01/12	01:52:00
